edition,round,score,team1,team2,url,venue,year,competition
1986-MEXICO,PRELIMINARY-Europe,0-0 (0-0),Turkey (Türkiye),Northern Ireland (Ulster),1986_MEXICO_PR.htm,İzmir.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-1 (1-0),England,Romania (România),1986_MEXICO_PR.htm,London.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-0 (0-0),GDR (DDR / Ostdeutschland),France,1986_MEXICO_PR.htm,Leipzig.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-0 (0-0),Switzerland (Schweiz / Suisse),Ireland (Éire),1986_MEXICO_PR.htm,Bern.,1985,WorldCup
1986-MEXICO,PRELIMINARY-N/C.America,2-1 (1-0),Canada,Honduras,1986_MEXICO_PR.htm,St._Johns.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,1-0 (1-0),Syria (سوريا),Bahrain (البحرين),1986_MEXICO_PR.htm,Damascus.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,2-3 (1-1),United Arab Emirates (الإمارات العربية المتحدة),Iraq (العراق),1986_MEXICO_PR.htm,Dubai.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,0-0 (0-0),New Zealand (Aotearoa),Australia,1986_MEXICO_PR.htm,Auckland.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,1-2 (0-1),Hong Kong (香港),Japan (日本),1986_MEXICO_PR.htm,Hong Kong.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-2 (0-2),Sweden (Sverige),FRG (BRD / Westdeutschland),1986_MEXICO_PR.htm,Stockholm.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-0 (1-0),Czechoslovakia (Československo),Portugal,1986_MEXICO_PR.htm,Praha.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-0 (1-0),Finland (Suomi),Turkey (Türkiye),1986_MEXICO_PR.htm,Tampere.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-3 (0-3),Luxembourg (Lëtzebuerg),Bulgaria (България),1986_MEXICO_PR.htm,Luxembourg.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-0 (0-0),Soviet Union (СССР),Denmark (Danmark),1986_MEXICO_PR.htm,Moskva.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-1 (1-1),Spain (España),Iceland (Ísland),1986_MEXICO_PR_GD.htm#WC-86-I-6,Sevilla.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,1-2 (0-1),Iraq (العراق),United Arab Emirates (الإمارات العربية المتحدة),1986_MEXICO_PR.htm,Taif.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-2 (0-0),Yugoslavia (Југославија),GDR (DDR / Ostdeutschland),1986_MEXICO_PR.htm,Beograd.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,5-1 (3-1),New Zealand (Aotearoa),Taiwan (台湾),1986_MEXICO_PR.htm,Auckland.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Africa,1-4 (1-2),Tunisia (تونس),Algeria (الجزائر),1986_MEXICO_PR.htm,Tunis.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Africa,3-0 (1-0),Morocco (المغرب),Libya (ليبيا),1986_MEXICO_PR.htm,Rabat.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,1-2 (0-0),Israel (ישראל),Australia,1986_MEXICO_PR.htm,Tel Aviv.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-0 (0-0),Denmark (Danmark),Switzerland (Schweiz / Suisse),1986_MEXICO_PR.htm,København.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,3-2 (1-0),Portugal,Malta,1986_MEXICO_PR.htm,Lisboa.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,0-5 (0-2),Taiwan (台湾),New Zealand (Aotearoa),1986_MEXICO_PR.htm,Christchurch.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-0 (1-0),Belgium (België),Netherlands (Nederland),1986_MEXICO_PR.htm,Bruxelles.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-1 (1-1),Czechoslovakia (Československo),Sweden (Sverige),1986_MEXICO_PR.htm,Praha.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-1 (0-0),FRG (BRD / Westdeutschland),Portugal,1986_MEXICO_PR.htm,Stuttgart.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,5-0 (4-0),England,Turkey (Türkiye),1986_MEXICO_PR.htm,London.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-1 (0-1),Romania (România),Northern Ireland (Ulster),1986_MEXICO_PR.htm,Bucureşti.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-5 (1-0),Norway (Norge),Denmark (Danmark),1986_MEXICO_PR.htm,Oslo.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-0 (0-0),Soviet Union (СССР),Ireland (Éire),1986_MEXICO_PR.htm,Moskva.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Africa,3-0 (2-0),Algeria (الجزائر),Tunisia (تونس),1986_MEXICO_PR.htm,Algiers.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Africa,1-0 (1-0),Libya (ليبيا),Morocco (المغرب),1986_MEXICO_PR.htm,Benghazi.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,1-1 (1-0),Australia,Israel (ישראל),1986_MEXICO_PR.htm,Melbourne.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,7-0 (2-0),Australia,Taiwan (台湾),1986_MEXICO_PR.htm,Adelaide.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,1-2 (1-2),Japan (日本),South Korea (한국),1986_MEXICO_PR.htm,Tokyo.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,3-1 (2-1),New Zealand (Aotearoa),Israel (ישראל),1986_MEXICO_PR.htm,Auckland.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,3-0 (1-0),Paraguay,Colombia,1986_MEXICO_PR.htm,Asunción.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,4-2 (3-1),Chile,Peru (Perú),1986_MEXICO_PR.htm,Santiago.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,0-8 (0-1),Taiwan (台湾),Australia,1986_MEXICO_PR.htm,Sydney.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-1 (1-0),Albania (Shqipëri),Greece (Ελλάδα),1986_MEXICO_PR.htm,Tiranë.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,6-0 (4-0),France,Luxembourg (Lëtzebuerg),1986_MEXICO_PR.htm,Paris.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-0 (0-0),Soviet Union (СССР),Norway (Norge),1986_MEXICO_PR.htm,Moskva.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,2-1 (0-0),Colombia,Paraguay,1986_MEXICO_PR.htm,Cali.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,0-1 (0-0),Peru (Perú),Chile,1986_MEXICO_PR.htm,Lima.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,1-0 (0-0),South Korea (한국),Japan (日本),1986_MEXICO_PR.htm,Seoul.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,2-0 (1-0),Australia,New Zealand (Aotearoa),1986_MEXICO_PR.htm,Sydney.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,3-0 (1-0),Paraguay,Chile,1986_MEXICO_PR.htm,Asunción.,1985,WorldCup
1986-MEXICO,PRELIMINARY-O./As.,3-0 (0-0),Israel (ישראל),New Zealand (Aotearoa),1986_MEXICO_PR.htm,Tel Aviv.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-3 (0-2),Turkey (Türkiye),Romania (România),1986_MEXICO_PR.htm,İzmir.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-0 (0-0),England,Northern Ireland (Ulster),1986_MEXICO_PR.htm,London.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-4 (1-1),Ireland (Éire),Denmark (Danmark),1986_MEXICO_PR.htm,Dublin.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-1 (0-1),Switzerland (Schweiz / Suisse),Norway (Norge),1986_MEXICO_PR.htm,Luzern.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,0-0 (0-0),Syria (سوريا),Iraq (العراق),1986_MEXICO_PR.htm,Damascus.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-0 (1-0),France,Yugoslavia (Југославија),1986_MEXICO_PR.htm,Paris.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-1 (2-1),GDR (DDR / Ostdeutschland),Bulgaria (България),1986_MEXICO_PR.htm,Karl-Marx-Stadt.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-2 (1-0),FRG (BRD / Westdeutschland),Czechoslovakia (Československo),1986_MEXICO_PR.htm,München.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,1-2 (0-1),Malta,Sweden (Sverige),1986_MEXICO_PR.htm,Valletta.,1985,WorldCup
1986-MEXICO,PRELIMINARY-S.America,2-2 (1-2),Chile,Paraguay,1986_MEXICO_PR.htm,Santiago.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-1 (0-0),Netherlands (Nederland),Belgium (België),1986_MEXICO_PR.htm,Rotterdam.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,2-0 (0-0),Scotland,Australia,1986_MEXICO_PR.htm,Glasgow.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Asia,3-1 (1-0),Iraq (العراق),Syria (سوريا),1986_MEXICO_PR.htm,Taif.,1985,WorldCup
1986-MEXICO,PRELIMINARY-Europe,0-0 (0-0),Australia,Scotland,1986_MEXICO_PR.htm,Melbourne.,1985,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (0-1),Bulgaria (България),Italy (Italia),1986_MEXICO_FS.htm#361-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-1 (0-0),Spain (España),Brazil (Brasil),1986_MEXICO_FS.htm#379-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-1 (0-0),Canada,France,1986_MEXICO_FS.htm#373-WC-86-I,León.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,3-1 (2-0),Argentina,South Korea (한국),1986_MEXICO_FS.htm#362-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,6-0 (3-0),Soviet Union (СССР),Hungary (Magyarország),1986_MEXICO_FS.htm#374-WC-86-I,Irapuato.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-0 (0-0),Morocco (المغرب),Poland (Polska),1986_MEXICO_FS.htm#391-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-2 (1-2),Belgium (België),Mexico (México),1986_MEXICO_FS.htm#367-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (0-1),Algeria (الجزائر),Northern Ireland (Ulster),1986_MEXICO_FS.htm#380-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-0 (0-0),Portugal,England,1986_MEXICO_FS.htm#392-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-0 (1-0),Paraguay,Iraq (العراق),1986_MEXICO_FS.htm#368-WC-86-I,Toluca.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (1-0),Uruguay,FRG (BRD / Westdeutschland),1986_MEXICO_FS.htm#385-WC-86-I,Querétaro.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-1 (0-0),Scotland,Denmark (Danmark),1986_MEXICO_FS.htm#386-WC-86-I,Nezahualcóyotl.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (1-1),Italy (Italia),Argentina,1986_MEXICO_FS.htm#363-WC-86-I,Puebla.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (0-0),France,Soviet Union (СССР),1986_MEXICO_FS.htm#375-WC-86-I,León.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (0-1),South Korea (한국),Bulgaria (България),1986_MEXICO_FS.htm#364-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-0 (1-0),Hungary (Magyarország),Canada,1986_MEXICO_FS.htm#376-WC-86-I,Irapuato.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-0 (0-0),Brazil (Brasil),Algeria (الجزائر),1986_MEXICO_FS.htm#381-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-0 (0-0),England,Morocco (المغرب),1986_MEXICO_FS.htm#393-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-1 (1-0),Mexico (México),Paraguay,1986_MEXICO_FS.htm#369-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-2 (0-2),Northern Ireland (Ulster),Spain (España),1986_MEXICO_FS.htm#382-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-0 (0-0),Poland (Polska),Portugal,1986_MEXICO_FS.htm#394-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-2 (0-2),Iraq (العراق),Belgium (België),1986_MEXICO_FS.htm#370-WC-86-I,Toluca.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-1 (1-1),FRG (BRD / Westdeutschland),Scotland,1986_MEXICO_FS.htm#387-WC-86-I,Querétaro.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,6-1 (2-1),Denmark (Danmark),Uruguay,1986_MEXICO_FS.htm#388-WC-86-I,Nezahualcóyotl.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-3 (0-1),Hungary (Magyarország),France,1986_MEXICO_FS.htm#377-WC-86-I,León.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-0 (0-0),Soviet Union (СССР),Canada,1986_MEXICO_FS.htm#378-WC-86-I,Irapuato.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-3 (0-1),South Korea (한국),Italy (Italia),1986_MEXICO_FS.htm#365-WC-86-I,Puebla.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-0 (1-0),Argentina,Bulgaria (България),1986_MEXICO_FS.htm#366-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-2 (0-1),Paraguay,Belgium (België),1986_MEXICO_FS.htm#371-WC-86-I,Toluca.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-1 (0-0),Iraq (العراق),Mexico (México),1986_MEXICO_FS.htm#372-WC-86-I,México D.F.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,3-0 (3-0),England,Poland (Polska),1986_MEXICO_FS.htm#395-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,1-3 (0-2),Portugal,Morocco (المغرب),1986_MEXICO_FS.htm#396-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-3 (0-2),Northern Ireland (Ulster),Brazil (Brasil),1986_MEXICO_FS.htm#383-WC-86-I,Guadalajara.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-3 (0-1),Algeria (الجزائر),Spain (España),1986_MEXICO_FS.htm#384-WC-86-I,Monterrey.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,2-0 (1-0),Denmark (Danmark),FRG (BRD / Westdeutschland),1986_MEXICO_FS.htm#389-WC-86-I,Querétaro.,1986,WorldCup
1986-MEXICO,GROUP_STAGE,0-0 (0-0),Scotland,Uruguay,1986_MEXICO_FS.htm#390-WC-86-I,Nezahualcóyotl.,1986,WorldCup
1986-MEXICO,1/8_FINAL,2-0 (1-0),Mexico (México),Bulgaria (България),1986_MEXICO_FS.htm#397-WC-86-II,México D.F.,1986,WorldCup
1986-MEXICO,1/8_FINAL,3-4 (1-0) (a.e.t.),Soviet Union (СССР),Belgium (België),1986_MEXICO_FS.htm#398-WC-86-II,León.,1986,WorldCup
1986-MEXICO,1/8_FINAL,4-0 (1-0),Brazil (Brasil),Poland (Polska),1986_MEXICO_FS.htm#399-WC-86-II,Guadalajara.,1986,WorldCup
1986-MEXICO,1/8_FINAL,1-0 (1-0),Argentina,Uruguay,1986_MEXICO_FS.htm#400-WC-86-II,Puebla.,1986,WorldCup
1986-MEXICO,1/8_FINAL,0-2 (0-1),Italy (Italia),France,1986_MEXICO_FS.htm#401-WC-86-II,México D.F.,1986,WorldCup
1986-MEXICO,1/8_FINAL,0-1 (0-0),Morocco (المغرب),FRG (BRD / Westdeutschland),1986_MEXICO_FS.htm#402-WC-86-II,Monterrey.,1986,WorldCup
1986-MEXICO,1/8_FINAL,3-0 (1-0),England,Paraguay,1986_MEXICO_FS.htm#403-WC-86-II,México D.F.,1986,WorldCup
1986-MEXICO,1/8_FINAL,1-5 (1-1),Denmark (Danmark),Spain (España),1986_MEXICO_FS.htm#404-WC-86-II,Querétaro.,1986,WorldCup
1986-MEXICO,1/4_FINAL,1-1 (1-1) (a.e.t.) (p.k.),Brazil (Brasil),France,1986_MEXICO_FS.htm#405-WC-86-III,Guadalajara.,1986,WorldCup
1986-MEXICO,1/4_FINAL,0-0 (0-0) (a.e.t.) (p.k.),FRG (BRD / Westdeutschland),Mexico (México),1986_MEXICO_FS.htm#406-WC-86-III,Monterrey.,1986,WorldCup
1986-MEXICO,1/4_FINAL,2-1 (0-0),Argentina,England,1986_MEXICO_FS.htm#407-WC-86-III,México D.F.,1986,WorldCup
1986-MEXICO,1/4_FINAL,1-1 (0-1) (a.e.t.) (p.k.),Spain (España),Belgium (België),1986_MEXICO_FS.htm#408-WC-86-III,Puebla.,1986,WorldCup
1986-MEXICO,1/2_FINAL,0-2 (0-1),France,FRG (BRD / Westdeutschland),1986_MEXICO_FS.htm#409-WC-86-IV,Guadalajara.,1986,WorldCup
1986-MEXICO,1/2_FINAL,2-0 (0-0),Argentina,Belgium (België),1986_MEXICO_FS.htm#410-WC-86-IV,México D.F.,1986,WorldCup
1986-MEXICO,PLACES_3&4,4-2 (2-1) (a.e.t.),France,Belgium (België),1986_MEXICO_FS.htm#411-WC-86-V,Puebla.,1986,WorldCup
1986-MEXICO,_FINAL,3-2 (1-0),Argentina,FRG (BRD / Westdeutschland),1986_MEXICO_FS.htm#412-WC-86-VI,México D.F.,1986,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-4 (0-2),Guyana,Trinidad and Tobago,1990_ITALY_PR.htm,Georgetown.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-1 (0-1),Cuba,Guatemala,1990_ITALY_PR.htm,La_Habana.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-0 (0-0),Trinidad and Tobago,Guyana,1990_ITALY_PR.htm,San_Fernando.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-0 (1-0),Jamaica,Puerto Rico,1990_ITALY_PR.htm,Kingston.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-1 (0-1),Guatemala,Cuba,1990_ITALY_PR.htm,San_Marcos.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,3-0 (3-0),Northern Ireland (Ulster),Malta,1990_ITALY_PR.htm,Belfast.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-2 (0-1),Puerto Rico,Jamaica,1990_ITALY_PR.htm,San_Juan.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,3-0 (3-0),Libya (ليبيا),Burkina Faso,1990_ITALY_PR.htm,Tripoli.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-1 (0-0),Antigua and Barbuda,Dutch Antilles (Nederlandse Antillen),1990_ITALY_PR.htm,St._Johns.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,2-0 (0-0),Burkina Faso,Libya (ليبيا),1990_ITALY_PR.htm,Ouagadougou.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,1-0 (0-0),Uganda,Malawi (Malaŵi),1990_ITALY_PR.htm,Kampala.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-1 (1-1),Costa Rica,Panama (Panamá),1990_ITALY_PR.htm,Alajuela.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-0 (0-0),Jamaica,USA,1990_ITALY_PR.htm,Kingston.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,3-1 (0-1),Dutch Antilles (Nederlandse Antillen),Antigua and Barbuda,1990_ITALY_PR.htm,Willemstad.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,3-1 (2-0),Malawi (Malaŵi),Uganda,1990_ITALY_PR.htm,Lilongwe.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-2 (0-1),Panama (Panamá),Costa Rica,1990_ITALY_PR.htm,Panamá.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,5-0 (2-0),Tunisia (تونس),Guinea (Guinée),1990_ITALY_PR.htm,Tunis.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,0-0 (0-0),Ghana,Liberia,1990_ITALY_PR.htm,Accra.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,0-0 (0-0),Angola,Sudan (السودان),1990_ITALY_PR.htm,Luanda.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,5-1 (1-0),USA,Jamaica,1990_ITALY_PR.htm,St._Louis.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,3-0 (1-0),Guinea (Guinée),Tunisia (تونس),1990_ITALY_PR.htm,Conakry.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,2-0 (1-0),Liberia,Ghana,1990_ITALY_PR.htm,Monrovia.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (1-0),Iceland (Ísland),Soviet Union (СССР),1990_ITALY_PR.htm,Reykjavík.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-4 (0-2),Finland (Suomi),FRG (BRD / Westdeutschland),1990_ITALY_PR.htm,Helsinki.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-0 (0-0),Netherlands (Nederland),Wales (Cymru),1990_ITALY_PR.htm,Amsterdam.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-2 (1-1),Norway (Norge),Scotland,1990_ITALY_PR.htm,Oslo.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-0 (0-0),Northern Ireland (Ulster),Ireland (Éire),1990_ITALY_PR.htm,Belfast.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-4 (0-3),Luxembourg (Lëtzebuerg),Switzerland (Schweiz / Suisse),1990_ITALY_PR.htm,Luxembourg.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-0 (0-0),France,Norway (Norge),1990_ITALY_PR.htm,Paris.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-1 (0-0),Dutch Antilles (Nederlandse Antillen),El Salvador,1990_ITALY_PR.htm,Willemstad.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-0 (1-0),Guatemala,Canada,1990_ITALY_PR.htm,Guatemala.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (0-0),Turkey (Türkiye),Iceland (Ísland),1990_ITALY_PR.htm,İstanbul.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,3-2 (0-2),Canada,Guatemala,1990_ITALY_PR.htm,Burnaby.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,5-0 (2-0),El Salvador,Dutch Antilles (Nederlandse Antillen),1990_ITALY_PR.htm,San_Salvador.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-2 (0-2),Luxembourg (Lëtzebuerg),Czechoslovakia (Československo),1990_ITALY_PR.htm,Esch-sur-Alzette.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (1-0),Greece (Ελλάδα),Denmark (Danmark),1990_ITALY_PR.htm,Athína.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-3 (1-1),Bulgaria (България),Romania (România),1990_ITALY_PR.htm,Sofija.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-0 (0-0),England,Sweden (Sverige),1990_ITALY_PR.htm,London.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-0 (0-0),Poland (Polska),Albania (Shqipëri),1990_ITALY_PR.htm,Chorzów.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,2-0 (0-0),Soviet Union (СССР),Austria (Österreich),1990_ITALY_PR.htm,Kiev.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,2-0 (1-0),GDR (DDR / Ostdeutschland),Iceland (Ísland),1990_ITALY_PR.htm,Ost-Berlin.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,2-2 (2-2),Wales (Cymru),Finland (Suomi),1990_ITALY_PR.htm,Swansea.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-0 (0-0),FRG (BRD / Westdeutschland),Netherlands (Nederland),1990_ITALY_PR.htm,München.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (1-1),Scotland,Yugoslavia (Југославија),1990_ITALY_PR.htm,Glasgow.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-0 (0-0),Hungary (Magyarország),Northern Ireland (Ulster),1990_ITALY_PR.htm,Budapest.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-0 (1-0),Belgium (België),Switzerland (Schweiz / Suisse),1990_ITALY_PR.htm,Bruxelles.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (0-1),Cyprus (Κύπρος),France,1990_ITALY_PR.htm,Levkosía.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,0-0 (0-0),Trinidad and Tobago,Honduras,1990_ITALY_PR.htm,Port_of_Spain.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,3-0 (2-0),Romania (România),Greece (Ελλάδα),1990_ITALY_PR.htm,Bucureşti.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-1 (1-1),Denmark (Danmark),Bulgaria (България),1990_ITALY_PR.htm,København.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,3-2 (2-0),Austria (Österreich),Turkey (Türkiye),1990_ITALY_PR.htm,Wien.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-3 (0-0),Cyprus (Κύπρος),Norway (Norge),1990_ITALY_PR.htm,Lemesós.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,1-2 (1-0),Albania (Shqipëri),Sweden (Sverige),1990_ITALY_PR.htm,Tiranë.,1988,WorldCup
1990-ITALY,PRELIMINARY-Africa,1-2 (1-0),Sudan (السودان),Angola,1990_ITALY_PR.htm,Khartoum.,1988,WorldCup
1990-ITALY,PRELIMINARY-N/C.America,1-1 (1-0),Honduras,Trinidad and Tobago,1990_ITALY_PR.htm,Tegucigalpa.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,2-0 (0-0),Spain (España),Ireland (Éire),1990_ITALY_PR_GD.htm#WC-90-I-1,Sevilla.,1988,WorldCup
1990-ITALY,PRELIMINARY-Europe,0-0 (0-0),Czechoslovakia (Československo),Belgium (België),1990_ITALY_PR.htm,Bratislava.,1988,WorldCup
