,edition,round,year,competition,score_only,team1_score,team2_score,goal_diff,team1_edit,team2_edit
7044,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Zambia,Sudan
7045,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Congo,Burkina Faso
7046,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-1,4,1,3,Gabon,Niger
7047,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Uganda,Angola
7048,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Ethiopia,South Africa
7049,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Equatorial Guinea,Tunisia
7050,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-4,2,4,-2,Tanzania,Ivory Coast
7051,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-2,0,2,-2,Lesotho,Ghana
7052,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Mozambique,Egypt
7053,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Guinea,Zimbabwe
7054,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-1,0,1,-1,Rwanda,Algeria
7055,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-2,2,2,0,Mali,Benin
7056,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,D.R. Congo,Cameroon
7057,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-2,0,2,-2,Liberia,Senegal
7058,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-0,1,0,1,USA,Honduras
7059,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,Costa Rica,Panama
7060,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,0-1,0,1,-1,South Korea,Iran
7061,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,5-1,5,1,4,Uzbekistan,Qatar
7062,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-0,1,0,1,Australia,Iraq
7063,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-0,1,0,1,Jordan,Oman
7064,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Northern Ireland,Russia
7065,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Macedonia,Wales
7066,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Scotland,Belgium
7067,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Serbia,Croatia
7068,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Czech Republic,Armenia
7069,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Italy,Bulgaria
7070,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Malta,Denmark
7071,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Kazakhstan,Faroe Islands
7072,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Germany,Austria
7073,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Ireland,Sweden
7074,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Estonia,Netherlands
7075,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Romania,Hungary
7076,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,5-0,5,0,5,Turkey,Andorra
7077,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Norway,Cyprus
7078,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Slovenia,Albania
7079,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-4,4,4,0,Switzerland,Iceland
7080,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-1,4,1,3,Russia,Luxembourg
7081,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-4,2,4,-2,Northern Ireland,Portugal
7082,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Liechtenstein,Greece
7083,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Bosnia-Herzegovina,Slovakia
7084,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Latvia,Lithuania
7085,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,9-0,9,0,9,Ukraine,San Marino
7086,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-0,4,0,4,England,Moldova
7087,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Poland,Montenegro
7088,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Georgia,France
7089,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Finland,Spain
7090,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,4-0,4,0,4,Paraguay,Bolivia
7091,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-2,1,2,-1,Peru,Uruguay
7092,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-0,1,0,1,Colombia,Ecuador
7093,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-0,3,0,3,Chile,Venezuela
7094,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-2,1,2,-1,Mexico,Honduras
7095,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,0-0,0,0,0,Panama,Jamaica
7096,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,3-1,3,1,2,Costa Rica,USA
7097,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-1,1,1,0,Jordan,Uzbekistan
7098,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Ghana,Zambia
7099,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Israel,Azerbaijan
7100,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-1,4,1,3,South Africa,Botswana
7101,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-2,1,2,-1,Central African Republic,Ethiopia
7102,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-2,3,2,1,Sierra Leone,Equatorial Guinea
7103,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-2,0,2,-2,Tunisia,Cape Verde
7104,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Ivory Coast,Morocco
7105,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Gambia,Tanzania
7106,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Burkina Faso,Gabon
7107,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-2,2,2,0,Niger,Congo
7108,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Nigeria,Malawi
7109,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-1,4,1,3,Angola,Liberia
7110,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Senegal,Uganda
7111,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-3,2,3,-1,Sudan,Lesotho
7112,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Kenya,Namibia
7113,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Zimbabwe,Mozambique
7114,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Benin,Rwanda
7115,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Cameroon,Libya
7116,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Togo,D.R. Congo
7117,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Macedonia,Scotland
7118,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Wales,Serbia
7119,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Armenia,Denmark
7120,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Italy,Czech Republic
7121,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Malta,Bulgaria
7122,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Kazakhstan,Sweden
7123,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Austria,Ireland
7124,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Faroe Islands,Germany
7125,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Andorra,Netherlands
7126,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,5-1,5,1,4,Hungary,Estonia
7127,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Romania,Turkey
7128,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Cyprus,Slovenia
7129,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Iceland,Albania
7130,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Norway,Switzerland
7131,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-1,3,1,2,Russia,Israel
7132,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-2,3,2,1,Luxembourg,Northern Ireland
7133,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Greece,Latvia
7134,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Slovakia,Bosnia-Herzegovina
7135,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Lithuania,Liechtenstein
7136,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Ukraine,England
7137,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-5,1,5,-4,San Marino,Poland
7138,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-4,2,4,-2,Belarus,France
7139,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Georgia,Finland
7140,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Bolivia,Ecuador
7141,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,2-5,2,5,-3,Paraguay,Argentina
7142,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,2-0,2,0,2,Uruguay,Colombia
7143,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-2,3,2,1,Venezuela,Peru
7144,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-1,1,1,0,Jamaica,Costa Rica
7145,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,USA,Mexico
7146,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-2,2,2,0,Honduras,Panama
7147,2014-BRAZIL,PRELIMINARY-Asia,2013,WorldCup,1-1,1,1,0,Uzbekistan,Jordan
7148,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-2,4,2,2,Egypt,Guinea
7149,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Algeria,Mali
7150,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Croatia,Belgium
7151,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Wales,Macedonia
7152,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Armenia,Bulgaria
7153,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Denmark,Italy
7154,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-4,1,4,-3,Malta,Czech Republic
7155,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Germany,Ireland
7156,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Sweden,Austria
7157,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Faroe Islands,Kazakhstan
7158,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-4,0,4,-4,Andorra,Romania
7159,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Estonia,Turkey
7160,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,8-1,8,1,7,Netherlands,Hungary
7161,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-2,1,2,-1,Albania,Switzerland
7162,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Iceland,Cyprus
7163,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Slovenia,Norway
7164,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-4,0,4,-4,Luxembourg,Russia
7165,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Azerbaijan,Northern Ireland
7166,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Portugal,Israel
7167,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Greece,Slovakia
7168,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-1,4,1,3,Bosnia-Herzegovina,Liechtenstein
7169,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Lithuania,Latvia
7170,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Moldova,San Marino
7171,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Ukraine,Poland
7172,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,4-1,4,1,3,England,Montenegro
7173,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-1,2,1,1,Spain,Belarus
7174,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Venezuela,Paraguay
7175,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-1,3,1,2,Argentina,Peru
7176,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-0,1,0,1,Ecuador,Uruguay
7177,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-3,3,3,0,Colombia,Chile
7178,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,1-0,1,0,1,Honduras,Costa Rica
7179,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-0,2,0,2,USA,Jamaica
7180,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-1,2,1,1,Mexico,Panama
7181,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-1,3,1,2,Ivory Coast,Senegal
7182,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,3-2,3,2,1,Burkina Faso,Algeria
7183,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,0-0,0,0,0,Tunisia,Cameroon
7184,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-2,1,2,-1,Ethiopia,Nigeria
7185,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Belgium,Wales
7186,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Scotland,Croatia
7187,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,5-1,5,1,4,Serbia,Macedonia
7188,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Bulgaria,Czech Republic
7189,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,6-0,6,0,6,Denmark,Malta
7190,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Italy,Armenia
7191,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-5,3,5,-2,Sweden,Germany
7192,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-3,0,3,-3,Faroe Islands,Austria
7193,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-1,3,1,2,Ireland,Kazakhstan
7194,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Hungary,Andorra
7195,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Romania,Estonia
7196,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-2,0,2,-2,Turkey,Netherlands
7197,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Cyprus,Albania
7198,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Norway,Iceland
7199,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Switzerland,Slovenia
7200,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Azerbaijan,Russia
7201,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Israel,Northern Ireland
7202,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,Portugal,Luxembourg
7203,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Greece,Liechtenstein
7204,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-1,0,1,-1,Lithuania,Bosnia-Herzegovina
7205,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-2,2,2,0,Latvia,Slovakia
7206,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,England,Poland
7207,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-8,0,8,-8,San Marino,Ukraine
7208,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-5,2,5,-3,Montenegro,Moldova
7209,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Spain,Georgia
7210,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,France,Finland
7211,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-2,1,2,-1,Paraguay,Colombia
7212,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,3-2,3,2,1,Uruguay,Argentina
7213,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,2-1,2,1,1,Chile,Ecuador
7214,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,1-1,1,1,0,Peru,Bolivia
7215,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-2,2,2,0,Jamaica,Honduras
7216,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-3,2,3,-1,Panama,USA
7217,2014-BRAZIL,PRELIMINARY-N/C.America,2013,WorldCup,2-1,2,1,1,Costa Rica,Mexico
7218,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,6-1,6,1,5,Ghana,Egypt
7219,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,0-5,0,5,-5,Jordan,Uruguay
7220,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,5-1,5,1,4,Mexico,New Zealand
7221,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-0,1,0,1,Portugal,Sweden
7222,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Ukraine,France
7223,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-1,3,1,2,Greece,Romania
7224,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,0-0,0,0,0,Iceland,Croatia
7225,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-1,1,1,0,Senegal,Ivory Coast
7226,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-0,2,0,2,Nigeria,Ethiopia
7227,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,4-1,4,1,3,Cameroon,Tunisia
7228,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-3,2,3,-1,Sweden,Portugal
7229,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,3-0,3,0,3,France,Ukraine
7230,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,1-1,1,1,0,Romania,Greece
7231,2014-BRAZIL,PRELIMINARY-Europe,2013,WorldCup,2-0,2,0,2,Croatia,Iceland
7232,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,2-1,2,1,1,Egypt,Ghana
7233,2014-BRAZIL,PRELIMINARY-Africa,2013,WorldCup,1-0,1,0,1,Algeria,Burkina Faso
7234,2014-BRAZIL,PRELIMINARY-S.America,2013,WorldCup,0-0,0,0,0,Uruguay,Jordan
7235,2014-BRAZIL,PRELIMINARY-Oceania,2013,WorldCup,2-4,2,4,-2,New Zealand,Mexico
7236,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,3-1,3,1,2,Brazil,Croatia
7237,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-0,1,0,1,Mexico,Cameroon
7238,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-5,1,5,-4,Spain,Netherlands
7239,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,3-1,3,1,2,Chile,Australia
7240,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,3-0,3,0,3,Colombia,Greece
7241,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-3,1,3,-2,Uruguay,Costa Rica
7242,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-2,1,2,-1,England,Italy
7243,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Ivory Coast,Japan
7244,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Switzerland,Ecuador
7245,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,3-0,3,0,3,France,Honduras
7246,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Argentina,Bosnia-Herzegovina
7247,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,4-0,4,0,4,Germany,Portugal
7248,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-0,0,0,0,Iran,Nigeria
7249,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-2,1,2,-1,Ghana,USA
7250,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Belgium,Algeria
7251,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-0,0,0,0,Brazil,Mexico
7252,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-1,1,1,0,Russia,South Korea
7253,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-3,2,3,-1,Australia,Netherlands
7254,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-2,0,2,-2,Spain,Chile
7255,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-4,0,4,-4,Cameroon,Croatia
7256,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Colombia,Ivory Coast
7257,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Uruguay,England
7258,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-0,0,0,0,Japan,Greece
7259,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-1,0,1,-1,Italy,Costa Rica
7260,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-5,2,5,-3,Switzerland,France
7261,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-2,1,2,-1,Honduras,Ecuador
7262,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-0,1,0,1,Argentina,Iran
7263,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-2,2,2,0,Germany,Ghana
7264,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-0,1,0,1,Nigeria,Bosnia-Herzegovina
7265,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-0,1,0,1,Belgium,Russia
7266,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-4,2,4,-2,South Korea,Algeria
7267,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-2,2,2,0,USA,Portugal
7268,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-3,0,3,-3,Australia,Spain
7269,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-0,2,0,2,Netherlands,Chile
7270,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-4,1,4,-3,Cameroon,Brazil
7271,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-3,1,3,-2,Croatia,Mexico
7272,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-1,0,1,-1,Italy,Uruguay
7273,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-0,0,0,0,Costa Rica,England
7274,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-4,1,4,-3,Japan,Colombia
7275,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Greece,Ivory Coast
7276,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-3,2,3,-1,Nigeria,Argentina
7277,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,3-1,3,1,2,Bosnia-Herzegovina,Iran
7278,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-3,0,3,-3,Honduras,Switzerland
7279,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-0,0,0,0,Ecuador,France
7280,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-1,0,1,-1,USA,Germany
7281,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,2-1,2,1,1,Portugal,Ghana
7282,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,0-1,0,1,-1,South Korea,Belgium
7283,2014-BRAZIL,GROUP_STAGE,2014,WorldCup,1-1,1,1,0,Algeria,Russia
7284,2014-BRAZIL,1/8_FINAL,2014,WorldCup,1-1,1,1,0,Brazil,Chile
7285,2014-BRAZIL,1/8_FINAL,2014,WorldCup,2-0,2,0,2,Colombia,Uruguay
7286,2014-BRAZIL,1/8_FINAL,2014,WorldCup,2-1,2,1,1,Netherlands,Mexico
7287,2014-BRAZIL,1/8_FINAL,2014,WorldCup,1-1,1,1,0,Costa Rica,Greece
7288,2014-BRAZIL,1/8_FINAL,2014,WorldCup,2-0,2,0,2,France,Nigeria
7289,2014-BRAZIL,1/8_FINAL,2014,WorldCup,2-1,2,1,1,Germany,Algeria
7290,2014-BRAZIL,1/8_FINAL,2014,WorldCup,1-0,1,0,1,Argentina,Switzerland
7291,2014-BRAZIL,1/8_FINAL,2014,WorldCup,2-1,2,1,1,Belgium,USA
7292,2014-BRAZIL,1/4_FINAL,2014,WorldCup,0-1,0,1,-1,France,Germany
7293,2014-BRAZIL,1/4_FINAL,2014,WorldCup,2-1,2,1,1,Brazil,Colombia
7294,2014-BRAZIL,1/4_FINAL,2014,WorldCup,1-0,1,0,1,Argentina,Belgium
7295,2014-BRAZIL,1/4_FINAL,2014,WorldCup,0-0,0,0,0,Netherlands,Costa Rica
