,edition,round,year,competition,score_only,team1_score,team2_score,goal_diff,team1_edit,team2_edit
2524,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,4-0,4,0,4,Honduras,Saint Vincent & The Grenadines
2525,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-4,1,4,-3,Cyprus,Romania
2526,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-0,2,0,2,Costa Rica,Mexico
2527,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-2,0,2,-2,Israel,Bulgaria
2528,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,Honduras,Costa Rica
2529,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,11-0,11,0,11,Mexico,Saint Vincent & The Grenadines
2530,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-0,0,0,0,Bermuda,Canada
2531,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,El Salvador,Jamaica
2532,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Honduras,Mexico
2533,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,5-0,5,0,5,Costa Rica,Saint Vincent & The Grenadines
2534,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-3,1,3,-2,Turkey,Netherlands
2535,1994-USA,PRELIMINARY-Europe,1992,WorldCup,5-0,5,0,5,Spain,Latvia
2536,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-2,1,2,-1,Malta,Italy
2537,1994-USA,PRELIMINARY-Africa,1992,WorldCup,2-0,2,0,2,Tanzania,Namibia
2538,1994-USA,PRELIMINARY-Africa,1992,WorldCup,2-0,2,0,2,Ghana,Algeria
2539,1994-USA,PRELIMINARY-Africa,1992,WorldCup,2-1,2,1,1,Zimbabwe,Egypt
2540,1994-USA,PRELIMINARY-Africa,1992,WorldCup,0-1,0,1,-1,Congo,Nigeria
2541,1994-USA,PRELIMINARY-Africa,1992,WorldCup,0-1,0,1,-1,Botswana,Niger
2542,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-1,1,1,0,Tunisia,Morocco
2543,1994-USA,PRELIMINARY-Africa,1992,WorldCup,3-1,3,1,2,Ethiopia,Benin
2544,1994-USA,PRELIMINARY-Africa,1992,WorldCup,3-2,3,2,1,Gabon,Senegal
2545,1994-USA,PRELIMINARY-Africa,1992,WorldCup,2-0,2,0,2,Madagascar,Zambia
2546,1994-USA,PRELIMINARY-Africa,1992,WorldCup,4-0,4,0,4,Guinea,Kenya
2547,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-2,1,2,-1,Zaire,Cameroon
2548,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-1,1,1,0,Angola,Zimbabwe
2549,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,South Africa,Nigeria
2550,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-3,1,3,-2,Tanzania,Zambia
2551,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Burundi,Algeria
2552,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Swaziland,Cameroon
2553,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-2,1,2,-1,Togo,Zimbabwe
2554,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Botswana,Ivory Coast
2555,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-1,0,1,-1,Ethiopia,Morocco
2556,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-5,0,5,-5,Benin,Tunisia
2557,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-1,1,1,0,Mozambique,Gabon
2558,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-1,0,1,-1,Namibia,Madagascar
2559,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Angola,Egypt
2560,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Malta,Portugal
2561,1994-USA,PRELIMINARY-Africa,1993,WorldCup,6-1,6,1,5,Senegal,Mozambique
2562,1994-USA,PRELIMINARY-Africa,1993,WorldCup,4-0,4,0,4,Zambia,Namibia
2563,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Ghana,Burundi
2564,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-0,3,0,3,Egypt,Togo
2565,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Zimbabwe,Angola
2566,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-1,0,1,-1,Congo,South Africa
2567,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Ivory Coast,Niger
2568,1994-USA,PRELIMINARY-Africa,1993,WorldCup,5-0,5,0,5,Morocco,Benin
2569,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-0,3,0,3,Tunisia,Ethiopia
2570,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-3,0,3,-3,Cyprus,Belgium
2571,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Scotland,Malta
2572,1994-USA,PRELIMINARY-Europe,1993,WorldCup,6-0,6,0,6,England,San Marino
2573,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-2,1,2,-1,Albania,Northern Ireland
2574,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Greece,Luxembourg
2575,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-4,0,4,-4,Israel,France
2576,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-3,1,3,-2,Portugal,Italy
2577,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Netherlands,Turkey
2578,1994-USA,PRELIMINARY-Europe,1993,WorldCup,5-0,5,0,5,Spain,Lithuania
2579,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Algeria,Ghana
2580,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-0,2,0,2,Nigeria,Congo
2581,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Senegal,Gabon
2582,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-0,2,0,2,Kenya,Guinea
2583,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-1,0,1,-1,Togo,Angola
2584,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Egypt,Zimbabwe
2585,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Niger,Botswana
2586,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Benin,Ethiopia
2587,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Morocco,Tunisia
2588,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-1,3,1,2,Zambia,Madagascar
2589,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Cameroon,Zaire
2590,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-0,0,0,0,San Marino,Turkey
2591,1994-USA,PRELIMINARY-Europe,1993,WorldCup,6-1,6,1,5,Italy,Malta
2592,1994-USA,PRELIMINARY-Europe,1993,WorldCup,6-0,6,0,6,Netherlands,San Marino
2593,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Cyprus,Czechoslovakia
2594,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,3-1,3,1,2,Saint Vincent & The Grenadines,Saint Lucia
2595,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Dutch Antilles,Antigua and Barbuda
2596,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-2,1,2,-1,Barbados,Trinidad and Tobago
2597,1994-USA,PRELIMINARY-Europe,1992,WorldCup,3-0,3,0,3,Spain,Albania
2598,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Belgium,Cyprus
2599,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,3-0,3,0,3,Antigua and Barbuda,Dutch Antilles
2600,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-2,1,2,-1,Guyana,Surinam
2601,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-0,1,0,1,Bermuda,Haiti
2602,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-2,2,2,0,Northern Ireland,Lithuania
2603,1994-USA,PRELIMINARY-Europe,1992,WorldCup,7-0,7,0,7,Romania,Faroe Islands
2604,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Greece,Iceland
2605,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-3,0,3,-3,Finland,Bulgaria
2606,1994-USA,PRELIMINARY-Europe,1992,WorldCup,5-1,5,1,4,Romania,Wales
2607,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,Jamaica,Puerto Rico
2608,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Surinam,Guyana
2609,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,Haiti,Bermuda
2610,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-0,2,0,2,Ireland,Albania
2611,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-1,0,1,-1,Puerto Rico,Jamaica
2612,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,3-0,3,0,3,Trinidad and Tobago,Barbados
2613,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Albania,Lithuania
2614,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-3,0,3,-3,Faroe Islands,Belgium
2615,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-2,1,2,-1,Hungary,Iceland
2616,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,3-0,3,0,3,New Zealand,Fiji
2617,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-3,0,3,-3,Antigua and Barbuda,Bermuda
2618,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-2,0,2,-2,Faroe Islands,Cyprus
2619,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,1-4,1,4,-3,Vanuatu,New Zealand
2620,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,8-0,8,0,8,New Zealand,Vanuatu
2621,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,Bermuda,Antigua and Barbuda
2622,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-2,1,2,-1,Trinidad and Tobago,Jamaica
2623,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,1-1,1,1,0,Solomon Islands,Tahiti
2624,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-5,0,5,-5,Nicaragua,El Salvador
2625,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-0,0,0,0,Guatemala,Honduras
2626,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,5-1,5,1,4,El Salvador,Nicaragua
2627,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-0,2,0,2,Honduras,Guatemala
2628,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,0-0,0,0,0,Surinam,Saint Vincent & The Grenadines
2629,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-2,1,2,-1,Latvia,Lithuania
2630,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-6,0,6,-6,Estonia,Switzerland
2631,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-0,1,0,1,Panama,Costa Rica
2632,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Jamaica,Trinidad and Tobago
2633,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,5-1,5,1,4,Costa Rica,Panama
2634,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Latvia,Denmark
2635,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,2-1,2,1,1,Saint Vincent & The Grenadines,Surinam
2636,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-2,1,2,-1,Czechoslovakia,Belgium
2637,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,1-2,1,2,-1,Solomon Islands,Australia
2638,1994-USA,PRELIMINARY-Europe,1992,WorldCup,3-1,3,1,2,Switzerland,Scotland
2639,1994-USA,PRELIMINARY-Europe,1992,WorldCup,10-0,10,0,10,Norway,San Marino
2640,1994-USA,PRELIMINARY-Europe,1992,WorldCup,4-0,4,0,4,Ireland,Latvia
2641,1994-USA,PRELIMINARY-Europe,1992,WorldCup,3-0,3,0,3,Northern Ireland,Albania
2642,1994-USA,PRELIMINARY-Europe,1992,WorldCup,6-0,6,0,6,Wales,Faroe Islands
2643,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-3,0,3,-3,Luxembourg,Hungary
2644,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-1,0,1,-1,Finland,Sweden
2645,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-0,2,0,2,Bulgaria,France
2646,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,0-3,0,3,-3,Tahiti,Australia
2647,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,3-0,3,0,3,Fiji,Vanuatu
2648,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,0-0,0,0,0,Fiji,New Zealand
2649,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,2-0,2,0,2,Australia,Tahiti
2650,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Poland,Turkey
2651,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-1,2,1,1,Norway,Netherlands
2652,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Lithuania,Denmark
2653,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Latvia,Spain
2654,1994-USA,PRELIMINARY-Europe,1992,WorldCup,4-0,4,0,4,Czechoslovakia,Faroe Islands
2655,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,6-1,6,1,5,Australia,Solomon Islands
2656,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,0-3,0,3,-3,Vanuatu,Fiji
2657,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-2,0,2,-2,San Marino,Norway
2658,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-1,0,1,-1,Iceland,Greece
2659,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-0,2,0,2,Sweden,Bulgaria
2660,1994-USA,PRELIMINARY-Africa,1992,WorldCup,3-1,3,1,2,Algeria,Burundi
2661,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-0,1,0,1,Zimbabwe,Togo
2662,1994-USA,PRELIMINARY-Oceania,1992,WorldCup,4-2,4,2,2,Tahiti,Solomon Islands
2663,1994-USA,PRELIMINARY-Africa,1992,WorldCup,4-0,4,0,4,Nigeria,South Africa
2664,1994-USA,PRELIMINARY-Africa,1992,WorldCup,4-2,4,2,2,Zaire,Liberia
2665,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-0,1,0,1,Egypt,Angola
2666,1994-USA,PRELIMINARY-Africa,1992,WorldCup,6-0,6,0,6,Ivory Coast,Botswana
2667,1994-USA,PRELIMINARY-Africa,1992,WorldCup,5-0,5,0,5,Morocco,Ethiopia
2668,1994-USA,PRELIMINARY-Africa,1992,WorldCup,5-1,5,1,4,Tunisia,Benin
2669,1994-USA,PRELIMINARY-Africa,1992,WorldCup,3-1,3,1,2,Gabon,Mozambique
2670,1994-USA,PRELIMINARY-Africa,1992,WorldCup,2-0,2,0,2,Zambia,Tanzania
2671,1994-USA,PRELIMINARY-Africa,1992,WorldCup,3-0,3,0,3,Madagascar,Namibia
2672,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-2,2,2,0,Italy,Switzerland
2673,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Scotland,Portugal
2674,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-1,1,1,0,England,Norway
2675,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-2,2,2,0,Netherlands,Poland
2676,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Denmark,Ireland
2677,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Northern Ireland,Spain
2678,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Belgium,Romania
2679,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-1,0,1,-1,Cyprus,Wales
2680,1994-USA,PRELIMINARY-Europe,1992,WorldCup,1-0,1,0,1,Russia,Iceland
2681,1994-USA,PRELIMINARY-Europe,1992,WorldCup,2-0,2,0,2,France,Austria
2682,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Jamaica,Canada
2683,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-0,1,0,1,Bermuda,El Salvador
2684,1994-USA,PRELIMINARY-Africa,1992,WorldCup,5-0,5,0,5,Cameroon,Swaziland
2685,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-0,1,0,1,South Africa,Congo
2686,1994-USA,PRELIMINARY-Europe,1992,WorldCup,0-0,0,0,0,Malta,Estonia
2687,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,El Salvador,Canada
2688,1994-USA,PRELIMINARY-N/C.America,1992,WorldCup,1-1,1,1,0,Bermuda,Jamaica
2689,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-0,1,0,1,Burundi,Ghana
2690,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-0,1,0,1,Swaziland,Zaire
2691,1994-USA,PRELIMINARY-Africa,1992,WorldCup,0-0,0,0,0,Liberia,Cameroon
2692,1994-USA,PRELIMINARY-Africa,1992,WorldCup,1-4,1,4,-3,Togo,Egypt
2693,1994-USA,PRELIMINARY-Africa,1992,WorldCup,0-0,0,0,0,Niger,Ivory Coast
2694,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Austria,France
2695,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Switzerland,Portugal
2696,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Turkey,England
2697,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Denmark,Spain
2698,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Ireland,Northern Ireland
2699,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Wales,Belgium
2700,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-1,0,1,-1,Hungary,Greece
2701,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,2-1,2,1,1,El Salvador,Mexico
2702,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,2-2,2,2,0,Honduras,Canada
2703,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Japan,Thailand
2704,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-4,0,4,-4,Sri Lanka,United Arab Emirates
2705,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-1,3,1,2,Qatar,Indonesia
2706,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,North Korea,Vietnam
2707,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,2-0,2,0,2,Canada,El Salvador
2708,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,3-0,3,0,3,Mexico,Honduras
2709,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,North Korea,Singapore
2710,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-0,4,0,4,Qatar,Vietnam
2711,1994-USA,PRELIMINARY-Asia,1993,WorldCup,8-0,8,0,8,Japan,Bangladesh
2712,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Thailand,Sri Lanka
2713,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-0,4,0,4,North Korea,Indonesia
2714,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-3,2,3,-1,Vietnam,Singapore
2715,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-1,0,1,-1,Sri Lanka,Bangladesh
2716,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,United Arab Emirates,Thailand
2717,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Italy,Estonia
2718,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Denmark,Latvia
2719,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Lithuania,Albania
2720,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-1,2,1,1,Romania,Cyprus
2721,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-4,0,4,-4,Luxembourg,Russia
2722,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Austria,Bulgaria
2723,1994-USA,PRELIMINARY-Africa,1993,WorldCup,0-0,0,0,0,Egypt,Zimbabwe
2724,1994-USA,PRELIMINARY-Asia,1993,WorldCup,5-0,5,0,5,Japan,Sri Lanka
2725,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,United Arab Emirates,Bangladesh
2726,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-1,1,1,0,Algeria,Ivory Coast
2727,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-1,4,1,3,Qatar,Singapore
2728,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Vietnam,Indonesia
2729,1994-USA,PRELIMINARY-Europe,1993,WorldCup,0-2,0,2,-2,Malta,Switzerland
2730,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,3-1,3,1,2,Canada,Honduras
2731,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,3-1,3,1,2,Mexico,El Salvador
2732,1994-USA,PRELIMINARY-Africa,1993,WorldCup,1-0,1,0,1,Morocco,Senegal
2733,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-1,3,1,2,Cameroon,Guinea
2734,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-2,0,2,-2,Indonesia,Singapore
2735,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Qatar,North Korea
2736,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-0,2,0,2,Japan,United Arab Emirates
2737,1994-USA,PRELIMINARY-Asia,1993,WorldCup,4-1,4,1,3,Thailand,Bangladesh
2738,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-4,1,4,-3,Indonesia,Qatar
2739,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-1,0,1,-1,Vietnam,North Korea
2740,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Cyprus,Faroe Islands
2741,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,2-0,2,0,2,Honduras,El Salvador
2742,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,4-0,4,0,4,Mexico,Canada
2743,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-3,1,3,-2,Singapore,North Korea
2744,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-4,0,4,-4,Vietnam,Qatar
2745,1994-USA,PRELIMINARY-Europe,1993,WorldCup,5-0,5,0,5,Portugal,Scotland
2746,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-2,2,2,0,England,Netherlands
2747,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Norway,Turkey
2748,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Poland,San Marino
2749,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Ireland,Denmark
2750,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-1,3,1,2,Spain,Northern Ireland
2751,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-1,1,1,0,Czechoslovakia,Wales
2752,1994-USA,PRELIMINARY-Europe,1993,WorldCup,3-0,3,0,3,Russia,Hungary
2753,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-1,2,1,1,France,Sweden
2754,1994-USA,PRELIMINARY-Europe,1993,WorldCup,2-0,2,0,2,Bulgaria,Finland
2755,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Indonesia,North Korea
2756,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Singapore,Vietnam
2757,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-1,0,1,-1,Thailand,Japan
2758,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,United Arab Emirates,Sri Lanka
2759,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-0,1,0,1,Singapore,Qatar
2760,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Indonesia,Vietnam
2761,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-4,1,4,-3,Bangladesh,Japan
2762,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-2,1,2,-1,Thailand,United Arab Emirates
2763,1994-USA,PRELIMINARY-Europe,1993,WorldCup,1-0,1,0,1,Switzerland,Italy
2764,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-6,0,6,-6,Macao,Saudi Arabia
2765,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Malaysia,Kuwait
2766,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,1-2,1,2,-1,El Salvador,Canada
2767,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,1-4,1,4,-3,Honduras,Mexico
2768,1994-USA,PRELIMINARY-Africa,1993,WorldCup,2-1,2,1,1,Ivory Coast,Nigeria
2769,1994-USA,PRELIMINARY-Africa,1993,WorldCup,3-0,3,0,3,Guinea,Zimbabwe
2770,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Singapore,Indonesia
2771,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-2,2,2,0,North Korea,Qatar
2772,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-10,1,10,-9,Macao,Kuwait
2773,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,Malaysia,Saudi Arabia
2774,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-7,0,7,-7,Bangladesh,United Arab Emirates
2775,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-3,0,3,-3,Sri Lanka,Thailand
2776,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Kuwait,Saudi Arabia
2777,1994-USA,PRELIMINARY-Asia,1993,WorldCup,9-0,9,0,9,Malaysia,Macao
2778,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-4,1,4,-3,Bangladesh,Thailand
2779,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-6,0,6,-6,Sri Lanka,Japan
2780,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-2,2,2,0,Lebanon,India
2781,1994-USA,PRELIMINARY-Asia,1993,WorldCup,2-1,2,1,1,Hong Kong,Bahrain
2782,1994-USA,PRELIMINARY-Asia,1993,WorldCup,3-0,3,0,3,Bangladesh,Sri Lanka
2783,1994-USA,PRELIMINARY-Asia,1993,WorldCup,1-1,1,1,0,United Arab Emirates,Japan
2784,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,1-2,1,2,-1,Canada,Mexico
2785,1994-USA,PRELIMINARY-N/C.America,1993,WorldCup,2-1,2,1,1,El Salvador,Honduras
2786,1994-USA,PRELIMINARY-Asia,1993,WorldCup,0-0,0,0,0,Bahrain,South Korea
